User Question,Ground Truth SQL Query,Generated SQL by Base Model,Explanation by Base Model,Generated SQL by FT Model,Explanation by FT Model,Model that got it right
What is the highest freight cost recorded in the database?,SELECT MAX(Freight) FROM orders;,"```sql
SELECT MAX(Freight) AS HighestFreightCost FROM orders;
```","Both queries calculate the maximum freight cost from the 'orders' table, providing the same result.",SELECT MAX(Freight) AS MaxFreight FROM orders;,Both queries are functionally the same; they correctly identify the maximum freight cost from the 'orders' table.,both
What is the total discount given on all orders?,SELECT SUM(od.UnitPrice * od.Quantity * od.Discount) AS TotalDiscount FROM [Order Details] od;,"```sql
SELECT SUM(Discount) AS TotalDiscount
FROM [Order Details];
```","The generated SQL query sums only the 'Discount' column, whereas the ground truth query correctly calculates the discount based on the product of UnitPrice, Quantity, and Discount.",SELECT SUM(od.Quantity * od.UnitPrice * od.Discount) AS TotalDiscount FROM [Order Details] od;,The generated SQL query and the ground truth SQL query produce the same results as they both calculate the total discount using the formula UnitPrice * Quantity * Discount from the Order Details table.,FT
Which region has the lowest on-time delivery rate this quarter?,"SELECT ShipRegion, COUNT(CASE WHEN ShippedDate <= RequiredDate THEN 1 END) * 100.0 / COUNT(OrderID) AS OnTimeRate FROM orders WHERE OrderDate >= DATE_TRUNC('quarter', CURRENT_DATE) GROUP BY ShipRegion ORDER BY OnTimeRate ASC LIMIT 1;","```sql
SELECT ShipRegion, 
       COUNT(OrderID) AS TotalOrders,
       SUM(CASE WHEN ShippedDate <= RequiredDate THEN 1 ELSE 0 END) AS OnTimeDeliveries,
       (SUM(CASE WHEN ShippedDate <= RequiredDate THEN 1 ELSE 0 END) * 1.0 / COUNT(OrderID)) AS OnTimeDeliveryRate
FROM orders
WHERE OrderDate >= DATE_TRUNC('quarter', CURRENT_DATE) 
      AND OrderDate < DATE_TRUNC('quarter', CURRENT_DATE) + INTERVAL '3 months'
GROUP BY ShipRegion
ORDER BY OnTimeDeliveryRate ASC
LIMIT 1;
```",Both queries compute the on-time delivery rate by comparing ShippedDate and RequiredDate and filter orders within the current quarter. They then order by the on-time rate in ascending order and limit results to the region with the lowest rate.,"SELECT ShipRegion, COUNT(OrderID) FILTER (WHERE ShippedDate <= RequiredDate)::decimal / COUNT(OrderID) * 100 AS on_time_delivery_rate FROM orders WHERE EXTRACT(QUARTER FROM OrderDate) = EXTRACT(QUARTER FROM CURRENT_DATE) AND EXTRACT(YEAR FROM OrderDate) = EXTRACT(YEAR FROM CURRENT_DATE) GROUP BY ShipRegion ORDER BY on_time_delivery_rate ASC LIMIT 1;",Both queries calculate the on-time delivery rate for each region in the current quarter and return the region with the lowest rate. They differ in approach but yield the same result.,both
Which customers have placed the most orders with a discount?,"SELECT o.CustomerID, COUNT(DISTINCT o.OrderID) AS DiscountedOrders FROM orders o JOIN [Order Details] od ON o.OrderID = od.OrderID WHERE od.Discount > 0 GROUP BY o.CustomerID ORDER BY DiscountedOrders DESC;","```sql
SELECT CustomerID, COUNT(OrderID) AS TotalOrders, SUM(Discount) AS TotalDiscount
FROM orders
JOIN [Order Details] ON orders.OrderID = [Order Details].OrderID
WHERE [Order Details].Discount > 0
GROUP BY CustomerID
ORDER BY TotalOrders DESC;
```","The generated query counts all OrderIDs, whereas the ground truth counts distinct OrderIDs. The semantics differ as the former might inflate counts due to non-distinct entries.","SELECT o.CustomerID, COUNT(o.OrderID) AS order_count FROM [Order Details] od JOIN orders o ON od.OrderID = o.OrderID WHERE od.Discount > 0 GROUP BY o.CustomerID ORDER BY order_count DESC","The generated query counts all occurrences of OrderID with a discount, potentially counting duplicate orders. The ground truth query uses COUNT(DISTINCT o.OrderID) to ensure each order is counted only once.",None
Calculate the total sales grouped by country and month.,"SELECT ShipCountry, TO_CHAR(OrderDate, 'YYYY-MM') AS Month, SUM([Order Details].UnitPrice * [Order Details].Quantity * (1 - [Order Details].Discount)) AS TotalSales FROM orders JOIN [Order Details] ON orders.OrderID = [Order Details].OrderID GROUP BY ShipCountry, TO_CHAR(OrderDate, 'YYYY-MM')","```sql
SELECT 
    orders.ShipCountry,
    DATE_FORMAT(orders.OrderDate, '%Y-%m') AS OrderMonth,
    SUM([Order Details].UnitPrice * [Order Details].Quantity * (1 - [Order Details].Discount)) AS TotalSales
FROM 
    orders
JOIN 
    [Order Details] ON orders.OrderID = [Order Details].OrderID
GROUP BY 
    orders.ShipCountry, OrderMonth
```","Both queries group sales by country and monthly period, and calculate total sales in the same manner, despite using different date formatting functions depending on SQL dialect.","SELECT MONTH(orders.OrderDate) AS order_month, orders.ShipCountry, SUM([Order Details].UnitPrice * [Order Details].Quantity * (1 - [Order Details].Discount)) AS total_sales FROM orders JOIN [Order Details] ON orders.OrderID = [Order Details].OrderID GROUP BY YEAR(orders.OrderDate), MONTH(orders.OrderDate), orders.ShipCountry","The generated query groups by YEAR and MONTH separately, while the ground truth query groups by the concatenated year-month format. They may produce different grouping results.",Base
Which customers have placed orders with a shipping cost exceeding $100?,"SELECT DISTINCT customers.CustomerID, CompanyName FROM customers JOIN orders ON customers.CustomerID = orders.CustomerID WHERE orders.Freight > 100;","```sql
SELECT DISTINCT customers.CustomerID, customers.CompanyName, customers.ContactName, customers.ContactTitle, customers.Address, customers.City, customers.Region, customers.PostalCode, customers.Country, customers.Phone, customers.Fax
FROM customers
JOIN orders ON customers.CustomerID = orders.CustomerID
WHERE orders.Freight > 100;
```",The generated SQL query includes more columns in the SELECT clause but it still retrieves the same customers who have placed orders with a shipping cost exceeding $100 as required by the user question.,SELECT CustomerID FROM orders WHERE Freight > 100;,"The generated query only returns CustomerID, while the ground truth query returns distinct CustomerID and CompanyName by joining with the customers table.",Base
"Calculate the total revenue generated from orders, including discounts.",SELECT SUM(od.Quantity * od.UnitPrice * (1 - od.Discount)) AS TotalRevenue FROM [Order Details] od;,"```sql
SELECT SUM(OD.Quantity * OD.UnitPrice * (1 - OD.Discount)) AS TotalRevenue
FROM [Order Details] OD;
```","The generated SQL query is functionally identical to the ground truth query. Both calculate the total revenue by summing up the product of Quantity, UnitPrice, and the discounted rate from the 'Order Details' table.",SELECT SUM(od.Quantity * (od.UnitPrice * (1 - od.Discount))) AS TotalRevenue FROM [Order Details] od;,"Both queries calculate the total revenue by multiplying the quantity, unit price, and the discount factor, then summing the result. The operations yield the same result.",both
Which product has the highest total sales in terms of revenue?,"SELECT od.ProductID, SUM(od.UnitPrice * od.Quantity * (1 - od.Discount)) AS ProductSales FROM [Order Details] od GROUP BY od.ProductID ORDER BY ProductSales DESC LIMIT 1","```sql
SELECT [Order Details].ProductID, SUM([Order Details].UnitPrice * [Order Details].Quantity * (1 - [Order Details].Discount)) AS TotalSales
FROM [Order Details]
JOIN orders ON [Order Details].OrderID = orders.OrderID
GROUP BY [Order Details].ProductID
ORDER BY TotalSales DESC
LIMIT 1;
```","Both queries calculate the total sales per product by summing the revenue for each line item in the 'Order Details' table and then order the products by this revenue in descending order, returning the product with the highest sales. The join on 'orders' is unnecessary but does not affect the results, as the 'OrderID' is not used in the calculations.","SELECT od.ProductID, SUM(od.UnitPrice * od.Quantity * (1 - od.Discount)) AS TotalSales FROM [Order Details] od GROUP BY od.ProductID ORDER BY TotalSales DESC LIMIT 1;",Both queries calculate total sales per product and return the product with the highest total sales by ordering in descending order and limiting to one result. The minor difference in aliases does not affect the result.,both
List all discontinued products and their stock levels.,"SELECT ProductName, UnitsInStock FROM products WHERE Discontinued = 1;","```sql
SELECT ProductName, UnitsInStock 
FROM products 
WHERE Discontinued = 1;
```",The generated query and the ground truth query are identical in terms of logic and will deliver the same results: both select ProductName and UnitsInStock from the products table where Discontinued equals 1.,"SELECT ProductName, UnitsInStock FROM products WHERE Discontinued = 1;","Both queries select the same columns and apply the same condition on the 'Discontinued' status, hence they yield the same results.",both
Which five products contribute the most to the total sales of each employee?,"SELECT e.EmployeeID, od.ProductID, SUM(od.UnitPrice * od.Quantity * (1 - od.Discount)) AS ProductSales FROM employees e JOIN orders o ON e.EmployeeID = o.EmployeeID JOIN [Order Details] od ON o.OrderID = od.OrderID GROUP BY e.EmployeeID, od.ProductID ORDER BY e.EmployeeID, ProductSales DESC;","```sql
SELECT e.EmployeeID, od.ProductID, SUM(od.UnitPrice * od.Quantity * (1 - od.Discount)) AS TotalSales
FROM employees e
JOIN orders o ON e.EmployeeID = o.EmployeeID
JOIN [Order Details] od ON o.OrderID = od.OrderID
GROUP BY e.EmployeeID, od.ProductID
ORDER BY e.EmployeeID, TotalSales DESC
LIMIT 5
```","The generated SQL query uses LIMIT 5 incorrectly, which applies to the whole result, not per employee. It does not actually filter the top five products for each employee, unlike the ground truth which lacks a mechanism for such filtering.","SELECT employees.EmployeeID, CONCAT(employees.FirstName, ' ', employees.LastName) AS FullName, [Order Details].ProductID, SUM([Order Details].UnitPrice * [Order Details].Quantity * (1 - [Order Details].Discount)) AS ProductSales FROM employees JOIN orders ON employees.EmployeeID = orders.EmployeeID JOIN [Order Details] ON orders.OrderID = [Order Details].OrderID GROUP BY employees.EmployeeID, [Order Details].ProductID ORDER BY employees.EmployeeID, ProductSales DESC LIMIT 5","The generated query limits the results to only five rows in total, not five products per employee. It lacks a partitioning by employee to properly restrict the top five products for each employee.",None
How many unique products were sold in the last year?,"SELECT COUNT(DISTINCT ProductID) FROM [Order Details] WHERE OrderID IN (SELECT OrderID FROM orders WHERE OrderDate >= DATE_SUB(CURDATE(), INTERVAL 1 YEAR));","```sql
SELECT COUNT(DISTINCT ProductID) AS UniqueProductsSold
FROM [Order Details]
JOIN orders ON [Order Details].OrderID = orders.OrderID
WHERE orders.OrderDate >= DATEADD(YEAR, -1, GETDATE());
```","The generated query uses DATEADD and GETDATE(), which are SQL Server functions, while the ground truth uses DATE_SUB and CURDATE(), which are MySQL functions. This can yield different results based on the current date logic and the SQL dialect.",SELECT COUNT(DISTINCT od.ProductID) FROM [Order Details] od JOIN orders o ON od.OrderID = o.OrderID WHERE YEAR(o.OrderDate) = YEAR(CURDATE()) - 1;,"The generated query checks for the exact last year by comparing the year, while the ground truth query considers orders within the last 365 days.",None
Which shipping company has the highest on-time delivery rate?,"SELECT shippers.CompanyName, CAST(COUNT(CASE WHEN orders.ShippedDate <= orders.RequiredDate THEN 1 END) AS FLOAT) / COUNT(orders.OrderID) AS on_time_delivery_rate FROM orders JOIN shippers ON orders.ShipVia = shippers.ShipperID GROUP BY shippers.CompanyName ORDER BY on_time_delivery_rate DESC","```sql
SELECT shippers.CompanyName, 
       COUNT(orders.OrderID) AS total_orders,
       SUM(CASE WHEN orders.ShippedDate <= orders.RequiredDate THEN 1 ELSE 0 END) AS on_time_deliveries,
       (SUM(CASE WHEN orders.ShippedDate <= orders.RequiredDate THEN 1 ELSE 0 END) / COUNT(orders.OrderID)) AS on_time_delivery_rate
FROM orders
JOIN shippers ON orders.ShipVia = shippers.ShipperID
GROUP BY shippers.CompanyName
ORDER BY on_time_delivery_rate DESC
LIMIT 1;
```","Both queries calculate the on-time delivery rate per shipping company and return the company with the highest rate. The generated query limits the result to one, which answers the user's question.","SELECT ShipVia, (COUNT(CASE WHEN ShippedDate <= RequiredDate THEN 1 END) * 1.0 / COUNT(OrderID) * 100) AS OnTimeDeliveryRate FROM orders GROUP BY ShipVia ORDER BY OnTimeDeliveryRate DESC LIMIT 1;","The generated query does not join with the shippers table; thus, it doesn't return the shipping company's name, which is required to answer the question.",Base
How many orders were delivered on time each month?,"SELECT DATE_FORMAT(orders.OrderDate, '%Y-%m') AS Month, COUNT(*) AS OnTimeOrders FROM orders WHERE orders.ShippedDate <= orders.RequiredDate GROUP BY DATE_FORMAT(orders.OrderDate, '%Y-%m')","```sql
SELECT 
    DATE_FORMAT(OrderDate, '%Y-%m') AS Month,
    COUNT(OrderID) AS OnTimeDeliveries
FROM 
    orders
WHERE 
    ShippedDate <= RequiredDate
GROUP BY 
    Month
ORDER BY 
    Month;
```",Both queries group orders by month and count orders where ShippedDate is on or before RequiredDate. They will yield the same results.,"SELECT TO_CHAR(OrderDate, 'YYYY-MM') AS Month, COUNT(OrderID) AS OnTimeOrders FROM orders WHERE ShippedDate <= RequiredDate GROUP BY Month;","Both queries count the number of on-time orders for each month, grouping by the formatted month and considering orders where the ShippedDate is less than or equal to the RequiredDate.",both
Find the product with the highest discount applied in the last month.,"SELECT products.ProductName, [Order Details].Discount FROM [Order Details] JOIN products ON [Order Details].ProductID = products.ProductID WHERE OrderDate >= DATE_SUB(CURDATE(), INTERVAL 1 MONTH) ORDER BY [Order Details].Discount DESC LIMIT 1;","```sql
SELECT TOP 1 p.ProductName, MAX(od.Discount) AS HighestDiscount
FROM [Order Details] od
JOIN products p ON od.ProductID = p.ProductID
WHERE od.OrderID IN (SELECT OrderID FROM orders WHERE OrderDate >= DATEADD(MONTH, -1, GETDATE()))
GROUP BY p.ProductName
ORDER BY HighestDiscount DESC;
```","The generated query uses GETDATE() and DATEADD for filtering, while the ground truth uses CURDATE() and DATE_SUB. SQL Server's GETDATE() and MySQL's CURDATE() have different implications, and the function logic (e.g., ordering) differs. Also, MAX() is misplaced in the generated query.","SELECT p.ProductName, od.Discount FROM [Order Details] od JOIN products p ON od.ProductID = p.ProductID WHERE od.OrderDate >= DATE_TRUNC('month', NOW()) - INTERVAL '1 month' AND od.OrderDate < DATE_TRUNC('month', NOW()) AND od.Discount = (SELECT MAX(Discount) FROM [Order Details] WHERE OrderDate >= DATE_TRUNC('month', NOW()) - INTERVAL '1 month' AND OrderDate < DATE_TRUNC('month', NOW())) LIMIT 1;","The generated query uses a subquery to find the max discount and only retrieves a product matching that exact discount, while the ground truth query orders by discount and selects the highest directly. Differences in date handling might also lead to different results under certain conditions.",None
Find the top three suppliers with the fastest delivery times.,"SELECT suppliers.CompanyName, AVG(DATEDIFF(orders.ShippedDate, orders.OrderDate)) AS AverageLeadTime FROM suppliers JOIN products ON suppliers.SupplierID = products.SupplierID JOIN [Order Details] ON products.ProductID = [Order Details].ProductID JOIN orders ON [Order Details].OrderID = orders.OrderID GROUP BY suppliers.CompanyName ORDER BY AverageLeadTime ASC LIMIT 3;","```sql
SELECT s.CompanyName, AVG(DATEDIFF(o.ShippedDate, o.OrderDate)) AS AverageDeliveryTime
FROM suppliers s
JOIN products p ON s.SupplierID = p.SupplierID
JOIN [Order Details] od ON p.ProductID = od.ProductID
JOIN orders o ON od.OrderID = o.OrderID
GROUP BY s.SupplierID, s.CompanyName
ORDER BY AverageDeliveryTime ASC
LIMIT 3;
```",Both queries calculate the average delivery time for each supplier using the same joins and ordering. The slight differences in alias naming do not affect the result.,"SELECT suppliers.CompanyName, AVG(DATEDIFF(orders.ShippedDate, orders.OrderDate)) AS avg_delivery_time FROM orders JOIN [Order Details] ON orders.OrderID = [Order Details].OrderID JOIN products ON [Order Details].ProductID = products.ProductID JOIN suppliers ON products.SupplierID = suppliers.SupplierID GROUP BY suppliers.CompanyName ORDER BY avg_delivery_time ASC LIMIT 3","Both queries calculate the average delivery time for suppliers and return the top three suppliers with the shortest average delivery times. The operations and joins are effectively equivalent, achieving the same result.",both
Which countries have suppliers who also have fax numbers listed?,SELECT DISTINCT Country FROM suppliers WHERE Fax IS NOT NULL;,"```sql
SELECT DISTINCT Country
FROM suppliers
WHERE Fax IS NOT NULL AND Fax <> '';
```","The generated query specifically checks for non-empty strings using Fax <> '', whereas the ground truth query does not. This may lead to different results if there are Fax entries that are spaces or empty strings.",SELECT DISTINCT Country FROM suppliers WHERE Fax IS NOT NULL;,"Both queries intend to list unique countries from the suppliers table where the Fax field is not null, hence they produce the same result.",FT
Which city has the most suppliers located in it?,"SELECT s.City, COUNT(s.SupplierID) AS SupplierCount FROM suppliers s GROUP BY s.City ORDER BY SupplierCount DESC LIMIT 1;","```sql
SELECT City, COUNT(SupplierID) AS SupplierCount
FROM suppliers
GROUP BY City
ORDER BY SupplierCount DESC
LIMIT 1;
```","Both queries effectively count suppliers per city, group by city, order by the count in descending order, and limit the result to one, thus answering the user's question.","SELECT City, COUNT(SupplierID) AS NumSuppliers FROM suppliers GROUP BY City ORDER BY NumSuppliers DESC LIMIT 1;","Both queries count the number of suppliers per city and order the results in descending order, limiting the result to the top city. Thus, they yield the same results.",both
Which orders took longer than the required date to be shipped?,SELECT OrderID FROM orders WHERE ShippedDate > RequiredDate;,"```sql
SELECT OrderID, OrderDate, RequiredDate, ShippedDate
FROM orders
WHERE ShippedDate > RequiredDate;
```","Both queries identify orders where the ShippedDate is later than the RequiredDate, fulfilling the user's request.",SELECT OrderID FROM orders WHERE ShippedDate > RequiredDate;,The generated SQL query and the ground truth SQL query are identical and correctly retrieve orders where the ShippedDate is later than the RequiredDate.,both
Which orders had the largest discount applied?,"SELECT od.OrderID, od.Discount FROM [Order Details] od WHERE od.Discount = (SELECT MAX(Discount) FROM [Order Details]) ORDER BY od.OrderID;","```sql
SELECT OrderID, SUM(Discount) AS TotalDiscount
FROM [Order Details]
GROUP BY OrderID
ORDER BY TotalDiscount DESC
LIMIT 1;
```","The generated query calculates the total discount per order and selects the order with the largest total discount. The ground truth query selects orders with the maximum single discount value, which may not correspond to the largest total discount.","SELECT OrderID, Discount FROM [Order Details] WHERE Discount = (SELECT MAX(Discount) FROM [Order Details]);","Both queries select the OrderID and Discount for orders with the maximum discount from the [Order Details] table. The only difference is that the ground truth query includes an ORDER BY clause, which doesn't affect the accuracy of the result set for the user's question.",FT
Determine the customer satisfaction score based on average order frequency.,"SELECT customers.CustomerID, COUNT(orders.OrderID)/DATEDIFF(MAX(orders.OrderDate), MIN(orders.OrderDate)) AS OrderFrequency FROM customers JOIN orders ON customers.CustomerID = orders.CustomerID GROUP BY customers.CustomerID ORDER BY OrderFrequency DESC;","```sql
SELECT customers.CustomerID,
       AVG(order_count) AS AverageOrderFrequency,
       CASE 
           WHEN AVG(order_count) > 5 THEN 'High'
           WHEN AVG(order_count) BETWEEN 3 AND 5 THEN 'Medium'
           ELSE 'Low'
       END AS CustomerSatisfactionScore
FROM (
    SELECT CustomerID, COUNT(OrderID) AS order_count
    FROM orders
    GROUP BY CustomerID
) AS order_frequency
JOIN customers ON order_frequency.CustomerID = customers.CustomerID
GROUP BY customers.CustomerID;
```","The generated query calculates an average order count to determine satisfaction, while the ground truth query computes order frequency over time. They assess satisfaction differently.","SELECT c.CustomerID, COUNT(o.OrderID) / DATEDIFF(CURDATE(), MIN(o.OrderDate)) AS AverageOrderFrequency FROM customers c JOIN orders o ON c.CustomerID = o.CustomerID GROUP BY c.CustomerID;","The generated query uses CURDATE() which calculates the difference from the current date, while the ground truth uses MAX(OrderDate) for the date difference, affecting the average order frequency calculation.",None
How many orders did each employee handle in the last quarter?,"SELECT e.EmployeeID, e.FirstName, e.LastName, COUNT(o.OrderID) AS OrderCount FROM employees e JOIN orders o ON e.EmployeeID = o.EmployeeID WHERE o.OrderDate >= DATE_TRUNC('quarter', CURRENT_DATE) - INTERVAL '3 months' AND o.OrderDate < DATE_TRUNC('quarter', CURRENT_DATE) GROUP BY e.EmployeeID, e.FirstName, e.LastName;","```sql
SELECT e.EmployeeID, COUNT(o.OrderID) AS NumberOfOrders
FROM employees e
JOIN orders o ON e.EmployeeID = o.EmployeeID
WHERE o.OrderDate >= DATE_TRUNC('quarter', CURRENT_DATE) - INTERVAL '3 month'
  AND o.OrderDate < DATE_TRUNC('quarter', CURRENT_DATE)
GROUP BY e.EmployeeID;
```","The generated SQL query does not include employee first and last names, whereas the ground truth query includes them in the SELECT clause and GROUP BY clause. This leads to different outputs.","SELECT e.EmployeeID, COUNT(o.OrderID) AS OrderCount FROM employees e JOIN orders o ON e.EmployeeID = o.EmployeeID WHERE o.OrderDate >= DATE_SUB(CURDATE(), INTERVAL 3 MONTH) GROUP BY e.EmployeeID;","The generated query uses the current date minus 3 months to filter orders, while the ground truth query filters orders from the start of the last quarter. These date calculations will yield different results.",None
Which suppliers have provided products that are no longer in stock?,SELECT DISTINCT SupplierID FROM products WHERE UnitsInStock = 0;,"```sql
SELECT DISTINCT suppliers.SupplierID, suppliers.SupplierName
FROM suppliers
JOIN products ON suppliers.SupplierID = products.SupplierID
WHERE products.UnitsInStock = 0;
```","The generated query retrieves supplier names, while the ground truth only retrieves supplier IDs. The two queries would yield different columns in the result set.",SELECT suppliers.CompanyName FROM suppliers INNER JOIN products ON suppliers.SupplierID = products.SupplierID WHERE products.UnitsInStock = 0;,"The generated query returns 'CompanyName' while the ground truth returns 'SupplierID'. Additionally, the generated query joins with the 'suppliers' table, which may include duplicate company names if a supplier has multiple products with zero stock.",None
Which region generates the most revenue?,"SELECT ShipRegion, SUM([Order Details].UnitPrice * [Order Details].Quantity * (1 - [Order Details].Discount)) AS Revenue FROM orders JOIN [Order Details] ON orders.OrderID = [Order Details].OrderID GROUP BY ShipRegion ORDER BY Revenue DESC LIMIT 1","```sql
SELECT customers.Region, SUM([Order Details].UnitPrice * [Order Details].Quantity * (1 - [Order Details].Discount)) AS TotalRevenue
FROM customers
JOIN orders ON customers.CustomerID = orders.CustomerID
JOIN [Order Details] ON orders.OrderID = [Order Details].OrderID
GROUP BY customers.Region
ORDER BY TotalRevenue DESC
LIMIT 1;
```","The generated query uses 'customers.Region', while the ground truth query uses 'ShipRegion'. These may represent different regions in the database schema.","SELECT Region, SUM([Order Details].UnitPrice * [Order Details].Quantity * (1 - [Order Details].Discount)) AS TotalRevenue FROM customers JOIN orders ON customers.CustomerID = orders.CustomerID JOIN [Order Details] ON orders.OrderID = [Order Details].OrderID GROUP BY Region ORDER BY TotalRevenue DESC LIMIT 1;","The Generated SQL Query uses 'Region' from the 'customers' table, while the Ground Truth SQL Query uses 'ShipRegion' from the 'orders' table. This might result in different revenue results if 'Region' and 'ShipRegion' have different values.",None
Find the order with the maximum freight cost.,"SELECT OrderID, Freight FROM orders ORDER BY Freight DESC LIMIT 1;","```sql
SELECT *
FROM orders
WHERE Freight = (SELECT MAX(Freight) FROM orders);
```","Both queries correctly find the order with the maximum freight cost. The generated query uses a subquery to filter orders with the maximum freight, while the ground truth query sorts the orders by freight and limits the result to one.","SELECT OrderID, Freight FROM orders ORDER BY Freight DESC LIMIT 1;",Both queries are identical and correctly retrieve the order with the maximum freight cost by sorting in descending order and limiting the result to one.,both
Find the top 5 products based on total quantity sold.,"SELECT ProductName, SUM([Order Details].Quantity) AS TotalQuantitySold FROM products JOIN [Order Details] ON products.ProductID = [Order Details].ProductID GROUP BY ProductName ORDER BY TotalQuantitySold DESC LIMIT 5;","```sql
SELECT p.ProductID, p.ProductName, SUM(od.Quantity) AS TotalQuantitySold
FROM products p
JOIN [Order Details] od ON p.ProductID = od.ProductID
GROUP BY p.ProductID, p.ProductName
ORDER BY TotalQuantitySold DESC
LIMIT 5;
```","Both queries calculate the sum of quantities for each product, group by ProductName, and order by total quantity sold in descending order, then limit the result to the top 5 products.","SELECT p.ProductName, SUM(od.Quantity) AS TotalSold FROM products p JOIN [Order Details] od ON p.ProductID = od.ProductID GROUP BY p.ProductName ORDER BY TotalSold DESC LIMIT 5;",Both queries accurately calculate the total quantity sold for each product and return the top 5 products in descending order. The differences in aliases and naming do not affect the outcome.,both
What is the current stock status of products by category?,"SELECT p.CategoryID, p.ProductID, p.ProductName, p.UnitsInStock FROM products p ORDER BY p.CategoryID;","```sql
SELECT 
    p.CategoryID,
    SUM(p.UnitsInStock) AS TotalUnitsInStock,
    SUM(p.UnitsOnOrder) AS TotalUnitsOnOrder,
    SUM(p.ReorderLevel) AS TotalReorderLevel,
    COUNT(p.ProductID) AS TotalProducts
FROM 
    products p
GROUP BY 
    p.CategoryID;
```","The generated query aggregates stock data by category, while the ground truth query lists products with their stock status ordered by category without aggregation.","SELECT CategoryID, SUM(UnitsInStock) FROM products GROUP BY CategoryID;","The generated SQL query gives the total units in stock per category, while the ground truth query lists the stock details for each product in each category.",None
Identify orders with more than five products that received a discount.,SELECT OrderID FROM [Order Details] WHERE Discount > 0 GROUP BY OrderID HAVING COUNT(ProductID) > 5;,"```sql
SELECT o.OrderID, COUNT(od.ProductID) AS ProductCount
FROM orders o
JOIN [Order Details] od ON o.OrderID = od.OrderID
WHERE od.Discount > 0
GROUP BY o.OrderID
HAVING COUNT(od.ProductID) > 5;
```",Both queries identify orders with more than five products that received a discount by grouping on the OrderID and applying the same conditions on Discount and product count.,SELECT o.OrderID FROM orders o JOIN [Order Details] od ON o.OrderID = od.OrderID WHERE od.Discount > 0 GROUP BY o.OrderID HAVING COUNT(od.ProductID) > 5;,Both queries correctly identify orders with more than five products that received a discount. They group by OrderID and check for Discount > 0 and COUNT(ProductID) > 5.,both
What is the distribution of order quantities?,"SELECT Quantity, COUNT(*) AS Frequency FROM [Order Details] GROUP BY Quantity ORDER BY Frequency DESC;","```sql
SELECT Quantity, COUNT(*) AS OrderCount
FROM [Order Details]
GROUP BY Quantity
ORDER BY Quantity;
```","The generated query orders by Quantity ascending, while the ground truth orders by Frequency descending.","SELECT od.Quantity, COUNT(*) AS Frequency FROM [Order Details] od GROUP BY od.Quantity ORDER BY Frequency DESC;","Both queries return the same result. They group the data by Quantity and count the frequency of each quantity, ordering by Frequency in descending order. The alias 'od' in the generated query does not affect the outcome.",FT
Find the average freight cost for orders shipped to each country.,"SELECT ShipCountry, AVG(Freight) AS AverageFreight FROM orders GROUP BY ShipCountry;","```sql
SELECT ShipCountry, AVG(Freight) AS AverageFreightCost
FROM orders
GROUP BY ShipCountry;
```",Both queries calculate the average freight cost for each country by grouping on 'ShipCountry' and using 'AVG(Freight)'.,"SELECT ShipCountry, AVG(Freight) AS AvgFreight FROM orders GROUP BY ShipCountry;","Both queries calculate the average freight cost grouped by ShipCountry, yielding the same results. The only difference is the alias name, which doesn't affect the result.",both
Which region has the lowest average order value?,"SELECT o.ShipRegion, SUM(od.UnitPrice * od.Quantity * (1 - od.Discount)) / COUNT(DISTINCT o.OrderID) AS AvgOrderValue FROM orders o JOIN [Order Details] od ON o.OrderID = od.OrderID GROUP BY o.ShipRegion ORDER BY AvgOrderValue ASC LIMIT 1;","```sql
SELECT ShipRegion, 
       SUM([Order Details].UnitPrice * [Order Details].Quantity * (1 - [Order Details].Discount)) / COUNT(DISTINCT orders.OrderID) AS AverageOrderValue
FROM orders
JOIN [Order Details] ON orders.OrderID = [Order Details].OrderID
GROUP BY ShipRegion
ORDER BY AverageOrderValue ASC
LIMIT 1;
```",Both queries calculate the average order value per region and return the region with the lowest average. The differences in aliasing do not affect the functionality.,"SELECT ShipRegion, SUM(od.UnitPrice * od.Quantity * (1 - od.Discount)) / COUNT(DISTINCT o.OrderID) AS AvgOrderValue FROM orders o JOIN [Order Details] od ON o.OrderID = od.OrderID GROUP BY ShipRegion ORDER BY AvgOrderValue ASC LIMIT 1;",Both queries calculate the average order value by region using the same formula and order the results to find the region with the lowest value. The differences in column aliasing do not affect the output.,both
Which products need to be reordered based on their reorder level?,SELECT ProductName FROM products WHERE UnitsInStock <= ReorderLevel AND Discontinued = 0;,"```sql
SELECT ProductID, ProductName, UnitsInStock, ReorderLevel
FROM products
WHERE UnitsInStock <= ReorderLevel;
```","The generated query does not check if a product is discontinued, which is a condition in the ground truth query.",SELECT ProductName FROM products WHERE UnitsInStock <= ReorderLevel AND Discontinued = 0;,Both queries check for products with UnitsInStock less than or equal to ReorderLevel and not discontinued. They yield the same results.,FT
