User Question,Ground Truth SQL Query,Generated SQL by Base Model,Explanation by Base Model,Generated SQL by FT Model,Explanation by FT Model,Model that got it right
Determine the impact of employee tenure on sales performance.,"SELECT employees.EmployeeID, DATEDIFF(CURRENT_DATE, employees.HireDate) AS TenureDays, SUM([Order Details].UnitPrice * [Order Details].Quantity * (1 - [Order Details].Discount)) AS TotalSales FROM employees JOIN orders ON employees.EmployeeID = orders.EmployeeID JOIN [Order Details] ON orders.OrderID = [Order Details].OrderID GROUP BY employees.EmployeeID;","```sql
SELECT 
    e.EmployeeID,
    e.FirstName,
    e.LastName,
    DATEDIFF(CURRENT_DATE, e.HireDate) AS TenureDays,
    SUM(od.UnitPrice * od.Quantity * (1 - od.Discount)) AS TotalSales
FROM 
    employees e
LEFT JOIN 
    orders o ON e.EmployeeID = o.EmployeeID
LEFT JOIN 
    [Order Details] od ON o.OrderID = od.OrderID
GROUP BY 
    e.EmployeeID, e.FirstName, e.LastName, e.HireDate
ORDER BY 
    TenureDays;
```","Both queries calculate the tenure and total sales for each employee. The generated query includes employee names, but otherwise, the logic and calculations match the ground truth, including the same joins and aggregations.","SELECT e.EmployeeID, e.HireDate, SUM(od.UnitPrice * od.Quantity * (1 - od.Discount)) AS TotalSales FROM employees e JOIN orders o ON e.EmployeeID = o.EmployeeID JOIN [Order Details] od ON o.OrderID = od.OrderID GROUP BY e.EmployeeID, e.HireDate;","The generated query does not calculate employee tenure, which is crucial for determining its impact on sales performance. The ground truth query calculates tenure using DATEDIFF.",Base
What is the correlation between the price of products and order quantities?,"SELECT p.ProductName, p.UnitPrice, AVG(od.Quantity) AS AverageQuantity FROM products p JOIN [Order Details] od ON p.ProductID = od.ProductID GROUP BY p.ProductName, p.UnitPrice ORDER BY p.UnitPrice;","```sql
SELECT 
    CORR(products.UnitPrice, [Order Details].Quantity) AS Price_Quantity_Correlation
FROM 
    products
JOIN 
    [Order Details] ON products.ProductID = [Order Details].ProductID
```","The generated query calculates correlation, while the ground truth query provides average quantities per product. They address different aspects of the user's question.","SELECT P.ProductName, P.UnitPrice, SUM(OD.Quantity) AS TotalOrdered FROM products P JOIN [Order Details] OD ON P.ProductID = OD.ProductID GROUP BY P.ProductName, P.UnitPrice ORDER BY UnitPrice;","The generated SQL query calculates the total order quantity per product, while the ground truth query averages the quantities. Neither directly calculates correlation.",None
Analyze the correlation between product price and the number of orders received.,"SELECT P.ProductName, P.UnitPrice, COUNT(OD.OrderID) AS OrderCount FROM [Order Details] OD JOIN products P ON OD.ProductID = P.ProductID GROUP BY P.ProductID, P.ProductName, P.UnitPrice ORDER BY OrderCount DESC;","```sql
SELECT p.UnitPrice, 
       SUM(od.Quantity) AS TotalOrders
FROM products p
JOIN [Order Details] od ON p.ProductID = od.ProductID
GROUP BY p.UnitPrice
```","The generated query groups by UnitPrice and sums quantities, while the ground truth groups by ProductID and counts orders.","SELECT P.ProductID, COUNT(O.OrderID) AS OrderCount FROM products P JOIN [Order Details] OD ON P.ProductID = OD.ProductID JOIN orders O ON OD.OrderID = O.OrderID GROUP BY P.ProductID ORDER BY AVG(P.UnitPrice) DESC;",The generated query groups by ProductID and orders by AVG(UnitPrice) but does not select the price; the ground truth query includes UnitPrice and orders by OrderCount. The focus on correlation between price and order count is missed.,None
Which suppliers provide products that are currently reordered the most?,"SELECT SupplierID, SUM(UnitsOnOrder) AS TotalUnitsOnOrder FROM products WHERE UnitsOnOrder > 0 GROUP BY SupplierID ORDER BY TotalUnitsOnOrder DESC;","```sql
SELECT p.SupplierID, COUNT(p.ProductID) AS ReorderCount
FROM products p
WHERE p.UnitsInStock <= p.ReorderLevel
GROUP BY p.SupplierID
ORDER BY ReorderCount DESC;
```","The generated query checks which products are at or below their reorder level, while the ground truth query sums 'UnitsOnOrder' for products being reordered, focusing on current reorder activity.","SELECT SupplierID, COUNT(ProductID) AS ReorderCount FROM products WHERE UnitsInStock <= ReorderLevel GROUP BY SupplierID ORDER BY ReorderCount DESC;","The generated SQL query counts products below the reorder level, while the ground truth sums units on order. They use different criteria to define 'currently reordered the most.'",None
What is the average freight cost per shipping method?,"SELECT ShipVia, AVG(Freight) AS AverageFreight FROM orders GROUP BY ShipVia;","```sql
SELECT ShipVia, AVG(Freight) AS AverageFreight
FROM orders
GROUP BY ShipVia;
```",Both queries calculate the average freight cost per shipping method using the same logic and SQL structure.,"SELECT ShipVia, AVG(Freight) AS AverageFreightCost FROM orders GROUP BY ShipVia;",Both queries calculate the average freight cost grouped by shipping method (ShipVia). The difference in alias name does not affect the result.,both
Which shipping method is most frequently used?,"SELECT ShipVia, COUNT(*) AS UsageCount FROM orders GROUP BY ShipVia ORDER BY UsageCount DESC LIMIT 1;","```sql
SELECT ShipVia, COUNT(*) AS Frequency
FROM orders
GROUP BY ShipVia
ORDER BY Frequency DESC
LIMIT 1;
```","Both queries calculate the most frequently used shipping method by counting occurrences of ShipVia, grouping by ShipVia, and ordering by the count in descending order, then limiting the result to 1.","SELECT ShipVia, COUNT(OrderID) AS UsageCount FROM orders GROUP BY ShipVia ORDER BY UsageCount DESC LIMIT 1;","Both queries count the occurrences of each shipping method and order them by usage, returning the most frequently used method. The use of COUNT(OrderID) versus COUNT(*) does not affect the outcome given the data context.",both
Determine the country with the highest number of suppliers and their average lead time.,"SELECT s.Country, COUNT(DISTINCT s.SupplierID) AS NumSuppliers, AVG(DATEDIFF(o.ShippedDate, o.OrderDate)) AS AvgLeadTime FROM suppliers s JOIN products p ON s.SupplierID = p.SupplierID JOIN [Order Details] od ON p.ProductID = od.ProductID JOIN orders o ON od.OrderID = o.OrderID GROUP BY s.Country ORDER BY NumSuppliers DESC LIMIT 1;","```sql
SELECT s.Country, COUNT(s.SupplierID) AS SupplierCount, AVG(DATEDIFF(o.ShippedDate, o.OrderDate)) AS AverageLeadTime
FROM suppliers s
LEFT JOIN products p ON s.SupplierID = p.SupplierID
LEFT JOIN [Order Details] od ON p.ProductID = od.ProductID
LEFT JOIN orders o ON od.OrderID = o.OrderID
GROUP BY s.Country
ORDER BY SupplierCount DESC
LIMIT 1;
```","The generated query does not account for distinct suppliers as in the ground truth query, which uses COUNT(DISTINCT s.SupplierID). This could affect the count if a supplier offers more than one product.","SELECT CompanyCountry, COUNT(SupplierID) AS SupplierCount, AVG(LeadTime) AS AvgLeadTime FROM suppliers JOIN products ON suppliers.SupplierID = products.SupplierID JOIN orders ON products.ProductID = orders.ProductID GROUP BY CompanyCountry ORDER BY SupplierCount DESC LIMIT 1;","The generated query counts suppliers and average lead time but uses COUNT without DISTINCT and averages without DATEDIFF, leading to potential discrepancies. It also does not correctly join order details, possibly affecting results.",None
Which orders had the highest freight costs?,"SELECT o.OrderID, o.Freight FROM orders o ORDER BY o.Freight DESC;","```sql
SELECT OrderID, Freight
FROM orders
ORDER BY Freight DESC
LIMIT 1;
```","The generated query only returns the single order with the highest freight cost, while the ground truth query returns all orders sorted by freight cost.","SELECT OrderID, Freight FROM orders ORDER BY Freight DESC LIMIT 5;","The generated query returns only the top 5 results, while the ground truth query returns all orders with the highest freight costs in descending order.",None
Find the most recent order for each customer.,"SELECT CustomerID, MAX(OrderDate) AS RecentOrderDate FROM orders GROUP BY CustomerID;","```sql
SELECT o.CustomerID, MAX(o.OrderDate) AS MostRecentOrderDate
FROM orders o
GROUP BY o.CustomerID;
```",Both queries correctly find the most recent order for each customer by grouping by CustomerID and selecting the maximum OrderDate.,"SELECT c.CustomerID, o.OrderID, o.OrderDate FROM customers c JOIN orders o ON c.CustomerID = o.CustomerID WHERE o.OrderDate = (SELECT MAX(OrderDate) FROM orders WHERE CustomerID = c.CustomerID);","The generated query retrieves the most recent order details per customer, including OrderID and OrderDate, while the ground truth query only retrieves CustomerID and the date of the most recent order without order details.",Base
What is the total sales generated in January 2023?,SELECT SUM(OD.UnitPrice * OD.Quantity * (1 - OD.Discount)) FROM orders O JOIN [Order Details] OD ON O.OrderID = OD.OrderID WHERE O.OrderDate BETWEEN '2023-01-01' AND '2023-01-31';,"```sql
SELECT SUM([Order Details].UnitPrice * [Order Details].Quantity * (1 - [Order Details].Discount)) AS TotalSales
FROM orders
JOIN [Order Details] ON orders.OrderID = [Order Details].OrderID
WHERE orders.OrderDate >= '2023-01-01' AND orders.OrderDate < '2023-02-01';
```","Both queries calculate total sales for January 2023 using the same formula and joining logic. The date range conditions, although phrased differently, cover the same period.",SELECT SUM([Order Details].UnitPrice * [Order Details].Quantity * (1 - [Order Details].Discount)) as total_sales FROM [Order Details] JOIN orders ON [Order Details].OrderID = orders.OrderID WHERE YEAR(orders.OrderDate) = 2023 AND MONTH(orders.OrderDate) = 1;,"Both queries calculate the total sales by multiplying UnitPrice, Quantity, and the adjustment for Discount for orders in January 2023. They use different methods to filter dates but yield the same result.",both
Which employee handles the most valuable products by unit price?,"SELECT e.FirstName, e.LastName FROM employees e JOIN orders o ON e.EmployeeID = o.EmployeeID JOIN [Order Details] od ON o.OrderID = od.OrderID JOIN products p ON od.ProductID = p.ProductID ORDER BY od.UnitPrice DESC LIMIT 1;","```sql
SELECT e.EmployeeID, e.FirstName, e.LastName, MAX(od.UnitPrice) AS MostValuableProductPrice
FROM employees e
JOIN orders o ON e.EmployeeID = o.EmployeeID
JOIN [Order Details] od ON o.OrderID = od.OrderID
GROUP BY e.EmployeeID, e.FirstName, e.LastName
ORDER BY MostValuableProductPrice DESC
LIMIT 1;
```","The generated query calculates the maximum unit price for each employee and orders them by this value, while the ground truth query finds the employee associated with the highest single unit price without aggregation.","SELECT e.EmployeeID, e.FirstName, e.LastName, SUM(unit_price * od.Quantity) AS TotalValue FROM employees e JOIN orders o ON e.EmployeeID = o.EmployeeID JOIN [Order Details] od ON o.OrderID = od.OrderID GROUP BY e.EmployeeID, e.FirstName, e.LastName ORDER BY TotalValue DESC LIMIT 1;","The generated query aggregates by total order value, while the ground truth query orders by highest unit price of products an employee handles.",None
What is the total revenue for products that are not discontinued?,SELECT SUM([Order Details].UnitPrice * [Order Details].Quantity * (1 - [Order Details].Discount)) FROM products JOIN [Order Details] ON products.ProductID = [Order Details].ProductID WHERE products.Discontinued = 0,"```sql
SELECT SUM([Order Details].UnitPrice * [Order Details].Quantity * (1 - [Order Details].Discount)) AS TotalRevenue
FROM [Order Details]
JOIN products ON [Order Details].ProductID = products.ProductID
WHERE products.Discontinued = 0;
```",Both queries correctly calculate the total revenue for non-discontinued products using a SUM on the same expression and with identical JOIN and WHERE conditions.,SELECT SUM([Order Details].UnitPrice * [Order Details].Quantity * (1 - [Order Details].Discount)) AS TotalRevenue FROM products JOIN [Order Details] ON products.ProductID = [Order Details].ProductID WHERE products.Discontinued = 0;,Both SQL queries calculate the total revenue for products that are not discontinued by summing the same expression and using the same join and filter conditions.,both
Determine the total number of customers who have never placed an order.,SELECT COUNT(CustomerID) AS NeverOrdered FROM customers WHERE CustomerID NOT IN (SELECT DISTINCT CustomerID FROM orders);,"```sql
SELECT COUNT(*) AS TotalCustomers
FROM customers
WHERE CustomerID NOT IN (SELECT DISTINCT CustomerID FROM orders);
```",Both queries correctly count the number of customers whose CustomerID does not appear in the orders table.,SELECT COUNT(CustomerID) AS NoOrderCustomers FROM customers WHERE CustomerID NOT IN (SELECT DISTINCT CustomerID FROM orders);,"Both queries select the count of customers who haven't placed an order by checking if their CustomerID is not in the orders table. The only difference is in the alias for the result, which does not affect the outcome.",both
What are the top 3 most common courtesy titles among employees?,"SELECT TitleOfCourtesy, COUNT(*) AS Count FROM employees GROUP BY TitleOfCourtesy ORDER BY Count DESC LIMIT 3","```sql
SELECT TitleOfCourtesy, COUNT(*) AS TitleCount
FROM employees
GROUP BY TitleOfCourtesy
ORDER BY TitleCount DESC
LIMIT 3;
```","Both queries count the titles, group by TitleOfCourtesy, order them in descending order, and limit to the top 3.","SELECT Title, COUNT(*) AS TitleCount FROM employees GROUP BY Title ORDER BY TitleCount DESC LIMIT 3;",The generated SQL query uses the column name 'Title' whereas the ground truth query uses 'TitleOfCourtesy'. It’s unclear if these columns are equivalent.,Base
What are the total sales for each country?,"SELECT ShipCountry, SUM([Order Details].UnitPrice * [Order Details].Quantity * (1 - [Order Details].Discount)) AS TotalSales FROM orders JOIN [Order Details] ON orders.OrderID = [Order Details].OrderID GROUP BY ShipCountry","```sql
SELECT ShipCountry, SUM([Order Details].UnitPrice * [Order Details].Quantity * (1 - [Order Details].Discount)) AS TotalSales
FROM orders
JOIN [Order Details] ON orders.OrderID = [Order Details].OrderID
GROUP BY ShipCountry;
```",The generated SQL query and the ground truth query are functionally equivalent. Both calculate total sales by country using the same logic and group by ShipCountry.,"SELECT ShipCountry, SUM([Order Details].UnitPrice * [Order Details].Quantity * (1 - [Order Details].Discount)) AS TotalSales FROM orders JOIN [Order Details] ON orders.OrderID = [Order Details].OrderID GROUP BY ShipCountry;",Both queries calculate total sales per country using the same formula and grouping method. They are functionally identical.,both
What is the trend in average order value over time?,"SELECT TO_CHAR(orders.OrderDate, 'YYYY-MM') AS Month, SUM([Order Details].UnitPrice * [Order Details].Quantity * (1 - [Order Details].Discount)) / COUNT(DISTINCT orders.OrderID) AS AvgOrderValue FROM orders JOIN [Order Details] ON orders.OrderID = [Order Details].OrderID GROUP BY TO_CHAR(orders.OrderDate, 'YYYY-MM') ORDER BY Month","```sql
SELECT
    DATE_FORMAT(orders.OrderDate, '%Y-%m') AS OrderMonth,
    SUM([Order Details].UnitPrice * [Order Details].Quantity * (1 - [Order Details].Discount)) / COUNT(DISTINCT orders.OrderID) AS AverageOrderValue
FROM
    orders
JOIN
    [Order Details] ON orders.OrderID = [Order Details].OrderID
GROUP BY
    OrderMonth
ORDER BY
    OrderMonth;
```","Both queries calculate the average order value per month by grouping and formatting the date similarly. They use different functions for date formatting depending on SQL dialect, but the logic is the same.","SELECT DATE_TRUNC('month', o.OrderDate) AS Month, SUM(od.UnitPrice * od.Quantity * (1 - od.Discount)) / COUNT(DISTINCT o.OrderID) AS AverageOrderValue FROM orders o JOIN ""Order Details"" od ON o.OrderID = od.OrderID GROUP BY DATE_TRUNC('month', o.OrderDate);","Both queries calculate the monthly average order value using similar logic. They group by month and calculate the average by dividing the total value by the number of distinct orders, ensuring the analysis aligns with the user's request.",both
How many orders were placed in each month of the last year?,"SELECT EXTRACT(MONTH FROM orders.OrderDate) AS order_month, COUNT(orders.OrderID) AS total_orders FROM orders WHERE orders.OrderDate BETWEEN '2022-01-01' AND '2022-12-31' GROUP BY order_month","```sql
SELECT EXTRACT(YEAR FROM OrderDate) AS order_year, EXTRACT(MONTH FROM OrderDate) AS order_month, COUNT(OrderID) AS total_orders
FROM orders
WHERE OrderDate >= DATEADD(YEAR, -1, CURRENT_DATE)
GROUP BY order_year, order_month
ORDER BY order_year, order_month;
```","The generated query counts orders from the last 365 days, which may span two different years, while the ground truth query specifically counts orders from the year 2022.","SELECT DATE_FORMAT(o.OrderDate, '%Y-%m') AS Month, COUNT(o.OrderID) AS OrderCount FROM orders o WHERE o.OrderDate BETWEEN DATEADD(year, -1, CURRENT_DATE) AND CURRENT_DATE GROUP BY Month ORDER BY Month;","The generated query uses DATE_FORMAT and DATEADD with CURRENT_DATE for filtering the last year, which depends on execution date. The ground truth query uses a fixed date range for 2022. Additionally, they group by different formats: month-year vs month only.",None
What is the retention rate between January and February 2023?,SELECT (COUNT(DISTINCT o.JanuaryCustomerID) * 1.0 / COUNT(DISTINCT o2.PreJanuaryCustomerID)) * 100 AS RetentionRate FROM (SELECT DISTINCT CustomerID AS JanuaryCustomerID FROM orders WHERE OrderDate BETWEEN '2023-01-01' AND '2023-02-01') o LEFT JOIN (SELECT DISTINCT CustomerID AS PreJanuaryCustomerID FROM orders WHERE OrderDate < '2023-01-01') o2 ON o.JanuaryCustomerID = o2.PreJanuaryCustomerID;,"```sql
SELECT 
    (COUNT(DISTINCT o2.CustomerID) * 1.0 / NULLIF(COUNT(DISTINCT o1.CustomerID), 0)) AS RetentionRate
FROM 
    orders o1 
LEFT JOIN 
    orders o2 ON o1.CustomerID = o2.CustomerID 
WHERE 
    o1.OrderDate < '2023-01-01' 
    AND o2.OrderDate BETWEEN '2023-01-01' AND '2023-02-28';
```","The generated SQL query incorrectly uses the date range for 'o1.OrderDate' and should actually fetch customers who purchased in January 2023, aligning with the ground truth logic. Also, the calculation logic slightly differs in the context of how customers from pre-January are being handled.","SELECT (COUNT(DISTINCT orders_2023_feb.CustomerID) * 1.0 / COUNT(DISTINCT orders_2023_jan.CustomerID)) AS retention_rate FROM (SELECT orders.CustomerID, MONTH(orders.OrderDate) AS order_month FROM orders WHERE YEAR(orders.OrderDate) = 2023) orders_2023_jan RIGHT JOIN (SELECT orders.CustomerID, MONTH(orders.OrderDate) AS order_month FROM orders WHERE YEAR(orders.OrderDate) = 2023) orders_2023_feb ON orders_2023_jan.CustomerID = orders_2023_feb.CustomerID AND orders_2023_jan.order_month = 1 AND orders_2023_feb.order_month = 2","The generated query calculates retention from January to February within 2023 using customers found in both months, whereas the ground truth query calculates customers retained from prior to January to January, not February.",None
Calculate the total number of orders shipped via each shipping method.,"SELECT ShipVia, COUNT(OrderID) AS OrderCount FROM orders GROUP BY ShipVia;","```sql
SELECT ShipVia, COUNT(OrderID) AS TotalOrders
FROM orders
GROUP BY ShipVia;
```",Both queries correctly calculate the total number of orders grouped by each shipping method using COUNT(OrderID) with GROUP BY ShipVia. The difference in alias names (TotalOrders vs. OrderCount) does not affect the result.,"SELECT ShipVia, COUNT(*) AS TotalOrders FROM orders GROUP BY ShipVia;","Both queries count the number of orders grouped by shipping method. COUNT(*) and COUNT(OrderID) yield the same results in this context, assuming OrderID is non-null for all records.",both
Which products need to be reordered and who are their suppliers?,"SELECT p.ProductName, s.SupplierName FROM products p JOIN suppliers s ON p.SupplierID = s.SupplierID WHERE p.UnitsInStock <= p.ReorderLevel","```sql
SELECT 
    p.ProductName, 
    p.UnitsInStock, 
    p.ReorderLevel, 
    s.SupplierName 
FROM 
    products p 
JOIN 
    suppliers s ON p.SupplierID = s.SupplierID 
WHERE 
    p.UnitsInStock < p.ReorderLevel;
```",The generated query uses '<' while the ground truth query uses '<='. This could result in slightly different results.,"SELECT p.ProductID, p.ProductName, p.SupplierID, s.CompanyName FROM products p JOIN suppliers s ON p.SupplierID = s.SupplierID WHERE p.UnitsInStock < p.ReorderLevel;","The generated query uses '<' whereas the ground truth uses '<=' for the condition. Additionally, it selects 'SupplierID' and 'CompanyName' while the ground truth selects 'SupplierName', which might indicate different data.",None
Identify products that need to be reordered based on their reorder level.,SELECT ProductName FROM products WHERE UnitsInStock <= ReorderLevel;,"```sql
SELECT ProductID, ProductName, UnitsInStock, ReorderLevel 
FROM products 
WHERE UnitsInStock <= ReorderLevel;
```","Both queries identify products that need to be reordered based on their reorder level. The Generated SQL Query returns additional details (ProductID, UnitsInStock, ReorderLevel), but it accurately answers the user's question.","SELECT ProductID, ProductName FROM products WHERE UnitsInStock + UnitsOnOrder <= ReorderLevel AND Discontinued = 0;","The generated query factors in UnitsOnOrder and checks if the product is Discontinued, whereas the ground truth query only checks UnitsInStock against ReorderLevel.",Base
What is the total number of units ordered for each supplier?,"SELECT SupplierID, SUM([Order Details].Quantity) AS TotalUnitsOrdered FROM products JOIN [Order Details] ON products.ProductID = [Order Details].ProductID GROUP BY SupplierID;","```sql
SELECT p.SupplierID, SUM(od.Quantity) AS TotalUnitsOrdered
FROM products p
JOIN [Order Details] od ON p.ProductID = od.ProductID
GROUP BY p.SupplierID;
```",Both queries join the products and order details tables on ProductID and group by SupplierID to calculate the total units ordered per supplier. The use of aliases and slight syntactical differences do not affect the results.,"SELECT s.SupplierName, SUM(od.Quantity) AS TotalOrdered FROM suppliers s JOIN products p ON s.SupplierID = p.SupplierID JOIN [Order Details] od ON p.ProductID = od.ProductID GROUP BY s.SupplierName;","The generated query groups by SupplierName, while the ground truth groups by SupplierID. If SupplierNames are unique to SupplierIDs, they might yield the same counts, but they do not structurally match the grouping in the ground truth query.",Base
Which employee generated the most sales revenue in March 2023?,"SELECT employees.FirstName, employees.LastName, SUM([Order Details].UnitPrice * [Order Details].Quantity * (1 - [Order Details].Discount)) AS total_sales FROM [Order Details] JOIN orders ON [Order Details].OrderID = orders.OrderID JOIN employees ON orders.EmployeeID = employees.EmployeeID WHERE orders.OrderDate BETWEEN '2023-03-01' AND '2023-03-31' GROUP BY employees.EmployeeID ORDER BY total_sales DESC LIMIT 1","```sql
SELECT employees.EmployeeID, SUM([Order Details].UnitPrice * [Order Details].Quantity * (1 - [Order Details].Discount)) AS total_sales
FROM [Order Details]
JOIN orders ON [Order Details].OrderID = orders.OrderID
JOIN employees ON orders.EmployeeID = employees.EmployeeID
WHERE orders.OrderDate BETWEEN '2023-03-01' AND '2023-03-31'
GROUP BY employees.EmployeeID
ORDER BY total_sales DESC
LIMIT 1
```","The generated query selects EmployeeID, whereas the ground truth query selects FirstName and LastName of the employee.","SELECT e.EmployeeID, SUM(od.UnitPrice * od.Quantity * (1 - od.Discount)) AS TotalSales FROM employees e JOIN orders o ON e.EmployeeID = o.EmployeeID JOIN [Order Details] od ON o.OrderID = od.OrderID WHERE o.OrderDate BETWEEN '2023-03-01' AND '2023-03-31' GROUP BY e.EmployeeID ORDER BY TotalSales DESC LIMIT 1","The generated query selects EmployeeID, while the ground truth query selects FirstName and LastName. The results will not be identical.",None
How many orders have been placed by each customer?,"SELECT CustomerID, COUNT(OrderID) AS NumberOfOrders FROM orders GROUP BY CustomerID;","```sql
SELECT CustomerID, COUNT(OrderID) AS OrderCount
FROM orders
GROUP BY CustomerID;
```","Both queries count the number of orders for each customer, using the same grouping and aggregation logic with only a difference in the alias name for the count.","SELECT CustomerID, COUNT(OrderID) AS OrderCount FROM orders GROUP BY CustomerID;","Both queries count the number of orders per customer and differ only in the alias name, which does not affect the result.",both
What is the average unit price of discontinued products?,SELECT AVG(UnitPrice) FROM products WHERE Discontinued = 1;,"```sql
SELECT AVG(UnitPrice) AS AverageUnitPrice
FROM products
WHERE Discontinued = 1;
```",Both queries calculate the average unit price of products where the 'Discontinued' column equals 1. The minor difference in aliasing the result column does not affect the outcome.,SELECT AVG(UnitPrice) AS AverageDiscontinuedPrice FROM products WHERE Discontinued = 1;,"Both queries calculate the average unit price of discontinued products, using the same condition and aggregation function.",both
Which products have stock levels below their reorder level?,"SELECT ProductID, ProductName FROM products WHERE UnitsInStock < ReorderLevel;","```sql
SELECT ProductID, ProductName, UnitsInStock, ReorderLevel
FROM products
WHERE UnitsInStock < ReorderLevel;
```","Both queries identify products with stock levels below their reorder level. The generated query includes additional columns, but they do not affect the result.","SELECT ProductID, ProductName FROM products WHERE UnitsInStock < ReorderLevel;","The generated SQL query accurately answers the user's question and yields the same results as the ground truth query, as both queries select products where UnitsInStock is less than ReorderLevel.",both
Identify products with above-average sales performance.,SELECT p.ProductName FROM [Order Details] od JOIN products p ON od.ProductID = p.ProductID GROUP BY p.ProductID HAVING SUM(od.Quantity) > (SELECT AVG(total_sales) FROM (SELECT SUM(Quantity) AS total_sales FROM [Order Details] GROUP BY ProductID) AS subquery);,"```sql
SELECT p.ProductID, p.ProductName, SUM(od.Quantity) AS TotalSales
FROM products p
JOIN [Order Details] od ON p.ProductID = od.ProductID
GROUP BY p.ProductID, p.ProductName
HAVING SUM(od.Quantity) > (SELECT AVG(TotalSales) FROM (SELECT SUM(Quantity) AS TotalSales FROM [Order Details] GROUP BY ProductID) AS AvgSales)
```","Both queries identify products whose total sales exceed the average sales of all products. Differences in result sets (e.g., columns) do not affect the answer to the user's question.","SELECT p.ProductID, p.ProductName FROM products p JOIN [Order Details] od ON p.ProductID = od.ProductID GROUP BY p.ProductID, p.ProductName HAVING SUM(od.Quantity) > (SELECT AVG(TotalQuantity) FROM (SELECT SUM(Quantity) AS TotalQuantity FROM [Order Details] GROUP BY ProductID) AS SubQuery);","Both queries identify products with sales higher than the average by aggregating the quantity sold and comparing to a subquery that calculates the average sales across products. While column names and join order differ, they produce equivalent results.",both
What is the percentage of orders shipped late for each month?,"SELECT DATE_TRUNC('month', OrderDate) AS Month, SUM(CASE WHEN ShippedDate > RequiredDate THEN 1 ELSE 0 END) * 1.0 / COUNT(OrderID) AS LateDeliveryRate FROM orders GROUP BY Month;","```sql
SELECT 
    DATE_FORMAT(OrderDate, '%Y-%m') AS Month,
    (COUNT(OrderID) WHERE ShippedDate > RequiredDate) * 100.0 / COUNT(OrderID) AS PercentageLate
FROM 
    orders
GROUP BY 
    Month;
```",The generated SQL query uses incorrect syntax for conditional counting and lacks a proper conditional clause inside COUNT. It also doesn't correctly calculate the late percentage using a CASE statement as in the ground truth.,"SELECT DATE_FORMAT(OrderDate, '%Y-%m') AS Month, SUM(CASE WHEN ShippedDate > RequiredDate THEN 1 ELSE 0 END) * 100.0 / COUNT(*) AS LatePercentage FROM orders GROUP BY DATE_FORMAT(OrderDate, '%Y-%m');","The generated query calculates the percentage by multiplying by 100, whereas the ground truth calculates it as a rate without multiplying by 100. Thus, the results differ in scale.",None
Identify products with the highest unit price that have never been ordered.,SELECT ProductName FROM products WHERE ProductID NOT IN (SELECT DISTINCT ProductID FROM [Order Details]) ORDER BY UnitPrice DESC LIMIT 1;,"```sql
SELECT ProductName, UnitPrice 
FROM products 
WHERE ProductID NOT IN (SELECT DISTINCT ProductID FROM [Order Details]) 
ORDER BY UnitPrice DESC 
LIMIT 1;
```","The generated query selects 'ProductName, UnitPrice' while the ground truth selects only 'ProductName'. Both queries would yield different sets of columns in the output.",SELECT ProductName FROM products WHERE ProductID NOT IN (SELECT DISTINCT ProductID FROM [Order Details]) ORDER BY UnitPrice DESC LIMIT 1;,"The generated query and the ground truth query are identical, ensuring that they will produce the same results.",FT
How many orders were shipped after the required date?,SELECT COUNT(orders.OrderID) AS late_orders FROM orders WHERE orders.ShippedDate > orders.RequiredDate,"```sql
SELECT COUNT(OrderID) AS orders_shipped_late FROM orders WHERE ShippedDate > RequiredDate
```","Both queries count the number of orders where the ShippedDate is later than the RequiredDate, leading to the same result.","```sql
SELECT COUNT(OrderID) AS LateShipments FROM orders WHERE ShippedDate > RequiredDate;```","Both queries count the number of orders where the ShippedDate is later than the RequiredDate, producing the same result.",both
Which products have not been sold at all?,"SELECT p.ProductID, p.ProductName FROM products p LEFT JOIN [Order Details] od ON p.ProductID = od.ProductID WHERE od.ProductID IS NULL;","```sql
SELECT p.ProductID, p.ProductName
FROM products p
LEFT JOIN [Order Details] od ON p.ProductID = od.ProductID
WHERE od.ProductID IS NULL;
```",The generated SQL query accurately answers the user's question and yields the same results as the ground truth query. Both queries have the same structure and logic.,SELECT ProductID FROM products WHERE ProductID NOT IN (SELECT DISTINCT ProductID FROM [Order Details]);,"Both queries correctly identify products that have not been sold by checking for ProductIDs that do not exist in 'Order Details'. The generated query uses a NOT IN subquery, while the ground truth uses a LEFT JOIN with a NULL check, but they yield the same result.",both
Identify any products with no current orders.,"SELECT ProductID, ProductName FROM products WHERE ProductID NOT IN (SELECT DISTINCT ProductID FROM [Order Details]);","```sql
SELECT p.ProductID, p.ProductName
FROM products p
LEFT JOIN [Order Details] od ON p.ProductID = od.ProductID
WHERE od.OrderID IS NULL;
```","Both queries correctly identify products with no current orders. The generated query uses a LEFT JOIN with a NULL check, while the ground truth query uses a NOT IN clause, but they yield the same results.",SELECT ProductName FROM products WHERE ProductID NOT IN (SELECT DISTINCT ProductID FROM [Order Details]);,"The generated query only selects ProductName, missing the ProductID, while the ground truth query selects both ProductID and ProductName.",Base
